sample_id,label,label_id,image_path,source_image,points
32,not_free_parking_space,1,images/not_free_parking_space/slot_00032.jpg,images/1.png,"125.52,187.07|174.90,173.10|204.03,264.99|152.57,278.96"
33,not_free_parking_space,1,images/not_free_parking_space/slot_00033.jpg,images/1.png,"175.80,172.20|227.75,157.23|255.68,249.11|204.23,263.08"
34,not_free_parking_space,1,images/not_free_parking_space/slot_00034.jpg,images/1.png,"228.00,156.80|277.80,143.20|306.30,234.50|255.81,248.42"
35,not_free_parking_space,1,images/not_free_parking_space/slot_00035.jpg,images/1.png,"279.00,142.90|329.25,128.31|358.70,219.10|307.26,233.53"
36,not_free_parking_space,1,images/not_free_parking_space/slot_00036.jpg,images/1.png,"329.60,127.70|378.10,113.70|408.10,204.40|359.16,218.97"
37,not_free_parking_space,1,images/not_free_parking_space/slot_00037.jpg,images/1.png,"378.70,113.00|427.65,97.46|457.40,187.80|407.91,202.73"
38,not_free_parking_space,1,images/not_free_parking_space/slot_00038.jpg,images/1.png,"428.95,97.86|477.90,82.32|507.65,172.66|458.17,187.59"
39,not_free_parking_space,1,images/not_free_parking_space/slot_00039.jpg,images/1.png,"530.85,67.92|579.80,52.38|609.55,142.72|560.06,157.65"
40,not_free_parking_space,1,images/not_free_parking_space/slot_00040.jpg,images/1.png,"581.38,53.07|630.34,37.53|650.00,97.25|650.00,130.92|610.60,142.80"
41,not_free_parking_space,1,images/not_free_parking_space/slot_00041.jpg,images/1.png,"560.21,159.19|609.16,143.65|641.20,234.20|590.60,249.00"
42,free_parking_space,0,images/free_parking_space/slot_00042.jpg,images/1.png,"610.95,143.81|650.00,131.41|650.00,230.74|641.90,233.70"
43,free_parking_space,0,images/free_parking_space/slot_00043.jpg,images/1.png,"508.50,173.70|559.03,158.51|589.90,249.80|538.70,264.90"
44,not_free_parking_space,1,images/not_free_parking_space/slot_00044.jpg,images/1.png,"458.20,188.70|507.80,174.10|538.37,265.32|488.40,280.90"
45,not_free_parking_space,1,images/not_free_parking_space/slot_00045.jpg,images/1.png,"407.92,204.29|457.52,189.69|488.09,280.91|438.12,296.49"
46,free_parking_space,0,images/free_parking_space/slot_00046.jpg,images/1.png,"358.70,219.70|407.40,205.24|437.98,296.46|388.00,312.04"
47,not_free_parking_space,1,images/not_free_parking_space/slot_00047.jpg,images/1.png,"307.35,235.39|357.70,220.20|387.52,312.01|336.30,328.10"
48,not_free_parking_space,1,images/not_free_parking_space/slot_00048.jpg,images/1.png,"256.07,250.07|306.42,234.87|335.30,327.70|285.02,342.77"
49,free_parking_space,0,images/free_parking_space/slot_00049.jpg,images/1.png,"205.02,265.17|255.37,249.98|284.25,342.80|233.97,357.88"
50,not_free_parking_space,1,images/not_free_parking_space/slot_00050.jpg,images/1.png,"152.55,280.51|202.91,265.32|231.79,358.15|181.51,373.22"
51,not_free_parking_space,1,images/not_free_parking_space/slot_00051.jpg,images/1.png,"101.34,295.03|151.69,279.84|180.57,372.66|129.40,388.90"
52,not_free_parking_space,1,images/not_free_parking_space/slot_00052.jpg,images/1.png,"48.90,309.20|100.00,295.30|128.92,388.42|77.75,404.65"
53,not_free_parking_space,1,images/not_free_parking_space/slot_00053.jpg,images/1.png,"0.00,322.96|48.27,309.83|76.90,405.00|23.60,420.70|0.00,339.00"
54,free_parking_space,0,images/free_parking_space/slot_00054.jpg,images/1.png,"269.00,479.10|321.67,461.59|329.56,487.00|271.20,487.00"
55,not_free_parking_space,1,images/not_free_parking_space/slot_00055.jpg,images/1.png,"322.20,461.45|373.30,446.00|386.10,487.00|330.00,487.00"
56,not_free_parking_space,1,images/not_free_parking_space/slot_00056.jpg,images/1.png,"373.94,445.51|425.04,430.06|442.20,487.00|387.50,487.00"
57,not_free_parking_space,1,images/not_free_parking_space/slot_00057.jpg,images/1.png,"425.44,429.81|476.54,414.36|499.90,487.00|443.40,487.00"
58,not_free_parking_space,1,images/not_free_parking_space/slot_00058.jpg,images/1.png,"477.28,414.43|527.80,399.00|556.70,487.00|500.60,487.00"
59,not_free_parking_space,1,images/not_free_parking_space/slot_00059.jpg,images/1.png,"528.14,398.26|579.24,382.81|610.13,478.75|581.63,487.00|557.23,486.95"
60,not_free_parking_space,1,images/not_free_parking_space/slot_00060.jpg,images/1.png,"579.46,382.58|630.56,367.12|650.00,427.57|650.00,466.40|610.70,478.50"
61,not_free_parking_space,1,images/not_free_parking_space/slot_00061.jpg,images/1.png,"11.03,0.00|38.10,85.70|0.00,98.50|0.00,0.00"
62,not_free_parking_space,1,images/not_free_parking_space/slot_00062.jpg,images/1.png,"65.40,0.00|87.20,71.70|38.60,85.40|11.54,0.00"
63,not_free_parking_space,1,images/not_free_parking_space/slot_00063.jpg,images/1.png,"122.11,0.00|140.60,59.50|87.90,71.00|66.01,0.00"
64,not_free_parking_space,1,images/not_free_parking_space/slot_00064.jpg,images/1.png,"175.80,0.00|189.30,43.00|141.00,59.20|122.43,0.00"
65,not_free_parking_space,1,images/not_free_parking_space/slot_00065.jpg,images/1.png,"232.58,0.00|242.20,28.60|189.79,42.63|176.40,0.00"
66,not_free_parking_space,1,images/not_free_parking_space/slot_00066.jpg,images/10.png,"2381.64,1072.86|2560.00,1073.79|2560.00,1603.27|2387.06,1603.27"
67,not_free_parking_space,1,images/not_free_parking_space/slot_00067.jpg,images/10.png,"592.25,472.82|839.40,474.00|840.58,999.04|586.34,999.04"
68,not_free_parking_space,1,images/not_free_parking_space/slot_00068.jpg,images/10.png,"844.37,474.35|1093.88,475.54|1093.88,995.85|844.37,995.85"
69,free_parking_space,0,images/free_parking_space/slot_00069.jpg,images/10.png,"1098.50,476.48|1348.01,476.48|1346.83,996.80|1097.31,995.62"
70,free_parking_space,0,images/free_parking_space/slot_00070.jpg,images/10.png,"1604.81,471.56|1855.13,473.27|1856.83,994.34|1608.22,992.64"
71,free_parking_space,0,images/free_parking_space/slot_00071.jpg,images/10.png,"2375.63,484.05|2560.00,486.89|2560.00,525.89|2558.69,986.39|2379.89,987.81"
72,free_parking_space,0,images/free_parking_space/slot_00072.jpg,images/10.png,"335.15,1074.45|580.96,1075.39|581.90,1600.65|332.35,1597.85"
73,not_free_parking_space,1,images/not_free_parking_space/slot_00073.jpg,images/10.png,"340.27,471.56|587.19,471.56|582.08,996.04|336.87,994.34"
74,not_free_parking_space,1,images/not_free_parking_space/slot_00074.jpg,images/10.png,"81.61,471.56|333.63,471.56|331.93,997.74|73.10,994.34"
75,free_parking_space,0,images/free_parking_space/slot_00075.jpg,images/10.png,"1099.35,1072.57|1345.65,1073.91|1344.30,1594.77|1098.01,1594.77"
76,not_free_parking_space,1,images/not_free_parking_space/slot_00076.jpg,images/10.png,"1862.46,1072.43|2114.14,1072.43|2122.20,1600.00|1865.16,1598.67"
77,not_free_parking_space,1,images/not_free_parking_space/slot_00077.jpg,images/10.png,"1351.48,475.54|1598.22,476.66|1600.47,995.94|1352.60,993.70"
78,not_free_parking_space,1,images/not_free_parking_space/slot_00078.jpg,images/10.png,"1863.29,473.95|2110.97,475.50|2112.91,993.61|1864.14,993.92"
79,not_free_parking_space,1,images/not_free_parking_space/slot_00079.jpg,images/10.png,"2119.30,477.30|2369.32,480.41|2371.65,991.35|2123.19,993.68"
80,not_free_parking_space,1,images/not_free_parking_space/slot_00080.jpg,images/10.png,"77.60,1072.88|326.59,1076.25|322.11,1602.26|70.87,1603.38"
81,not_free_parking_space,1,images/not_free_parking_space/slot_00081.jpg,images/10.png,"588.99,1075.66|833.94,1075.66|836.64,1603.25|591.69,1603.25"
82,not_free_parking_space,1,images/not_free_parking_space/slot_00082.jpg,images/10.png,"847.00,1070.95|1087.91,1073.64|1089.26,1601.23|848.34,1595.85"
83,not_free_parking_space,1,images/not_free_parking_space/slot_00083.jpg,images/10.png,"1354.19,1073.33|1598.13,1075.20|1597.29,1600.28|1355.03,1597.66"
84,not_free_parking_space,1,images/not_free_parking_space/slot_00084.jpg,images/10.png,"1609.07,1073.52|1853.94,1074.45|1858.61,1605.33|1608.13,1603.46"
85,not_free_parking_space,1,images/not_free_parking_space/slot_00085.jpg,images/10.png,"2123.34,1073.44|2368.96,1074.56|2372.33,1605.07|2132.31,1606.19"
86,not_free_parking_space,1,images/not_free_parking_space/slot_00086.jpg,images/11.png,"19.12,476.83|245.35,474.52|245.85,581.52|17.55,582.52"
87,free_parking_space,0,images/free_parking_space/slot_00087.jpg,images/11.png,"248.12,366.31|474.30,366.30|474.70,472.20|248.80,472.90"
88,free_parking_space,0,images/free_parking_space/slot_00088.jpg,images/11.png,"18.97,368.61|245.20,366.30|245.70,473.30|17.40,474.30"
89,not_free_parking_space,1,images/not_free_parking_space/slot_00089.jpg,images/11.png,"247.70,256.40|475.11,254.81|474.11,364.01|247.90,363.10"
90,not_free_parking_space,1,images/not_free_parking_space/slot_00090.jpg,images/11.png,"20.40,259.50|246.70,256.00|245.60,363.50|19.00,366.40"
91,not_free_parking_space,1,images/not_free_parking_space/slot_00091.jpg,images/11.png,"18.00,585.80|246.28,583.50|246.78,690.50|18.48,691.50"
92,not_free_parking_space,1,images/not_free_parking_space/slot_00092.jpg,images/11.png,"249.83,584.04|476.05,581.74|476.55,688.74|250.80,690.10"
93,not_free_parking_space,1,images/not_free_parking_space/slot_00093.jpg,images/11.png,"20.16,693.91|246.39,691.60|246.89,798.60|21.14,799.96"
94,free_parking_space,0,images/free_parking_space/slot_00094.jpg,images/11.png,"249.83,691.62|476.06,689.32|476.56,796.32|250.81,797.68"
95,not_free_parking_space,1,images/not_free_parking_space/slot_00095.jpg,images/11.png,"21.21,801.58|247.44,799.28|247.94,906.28|22.19,907.64"
96,not_free_parking_space,1,images/not_free_parking_space/slot_00096.jpg,images/11.png,"249.94,799.19|476.17,796.89|476.67,903.89|250.92,905.25"
97,free_parking_space,0,images/free_parking_space/slot_00097.jpg,images/11.png,"21.52,909.14|247.74,906.83|248.24,1013.83|22.49,1015.19"
98,not_free_parking_space,1,images/not_free_parking_space/slot_00098.jpg,images/11.png,"250.12,906.99|476.35,904.68|476.85,1011.68|251.10,1013.04"
99,not_free_parking_space,1,images/not_free_parking_space/slot_00099.jpg,images/11.png,"740.51,898.94|966.74,896.64|967.24,1003.64|741.48,1005.00"
100,not_free_parking_space,1,images/not_free_parking_space/slot_00100.jpg,images/11.png,"968.18,897.01|1194.41,894.70|1194.91,1001.70|969.16,1003.07"
101,not_free_parking_space,1,images/not_free_parking_space/slot_00101.jpg,images/11.png,"740.21,791.99|966.43,789.69|966.93,896.69|741.18,898.05"
102,not_free_parking_space,1,images/not_free_parking_space/slot_00102.jpg,images/11.png,"967.67,788.98|1193.89,786.68|1194.39,893.68|968.64,895.04"
103,not_free_parking_space,1,images/not_free_parking_space/slot_00103.jpg,images/11.png,"740.20,689.20|966.30,685.70|967.15,788.69|741.40,790.05"
104,not_free_parking_space,1,images/not_free_parking_space/slot_00104.jpg,images/11.png,"968.00,685.80|1194.20,682.80|1194.68,786.18|968.93,787.54"
105,not_free_parking_space,1,images/not_free_parking_space/slot_00105.jpg,images/11.png,"967.40,580.00|1193.10,573.70|1193.60,680.60|967.90,683.70"
106,not_free_parking_space,1,images/not_free_parking_space/slot_00106.jpg,images/11.png,"739.52,582.12|965.20,579.10|965.72,682.72|740.02,685.82"
107,not_free_parking_space,1,images/not_free_parking_space/slot_00107.jpg,images/11.png,"739.26,474.51|964.94,471.50|965.46,575.11|739.76,578.21"
108,not_free_parking_space,1,images/not_free_parking_space/slot_00108.jpg,images/11.png,"968.43,472.27|1194.11,469.26|1192.20,571.30|968.93,575.97"
109,not_free_parking_space,1,images/not_free_parking_space/slot_00109.jpg,images/11.png,"968.45,362.71|1194.13,359.69|1194.65,463.31|968.95,466.41"
110,not_free_parking_space,1,images/not_free_parking_space/slot_00110.jpg,images/11.png,"739.42,367.19|965.10,364.17|965.62,467.79|739.92,470.89"
111,not_free_parking_space,1,images/not_free_parking_space/slot_00111.jpg,images/11.png,"739.38,257.49|965.06,254.48|965.58,358.09|739.88,361.19"
112,not_free_parking_space,1,images/not_free_parking_space/slot_00112.jpg,images/11.png,"971.57,254.27|1197.25,251.25|1197.77,354.87|972.07,357.97"
113,not_free_parking_space,1,images/not_free_parking_space/slot_00113.jpg,images/11.png,"969.97,144.96|1195.65,141.95|1196.17,245.56|970.47,248.66"
114,not_free_parking_space,1,images/not_free_parking_space/slot_00114.jpg,images/11.png,"740.19,147.11|965.86,144.10|966.39,247.71|740.69,250.81"
115,not_free_parking_space,1,images/not_free_parking_space/slot_00115.jpg,images/11.png,"739.97,36.68|965.65,33.67|966.17,137.28|740.47,140.38"
116,not_free_parking_space,1,images/not_free_parking_space/slot_00116.jpg,images/11.png,"973.47,35.24|1199.15,32.22|1199.67,135.84|973.97,138.94"
117,not_free_parking_space,1,images/not_free_parking_space/slot_00117.jpg,images/11.png,"249.21,38.96|474.22,34.25|475.47,144.24|248.58,147.38"
118,not_free_parking_space,1,images/not_free_parking_space/slot_00118.jpg,images/11.png,"20.77,151.86|245.78,147.14|247.00,255.20|20.40,258.30"
119,not_free_parking_space,1,images/not_free_parking_space/slot_00119.jpg,images/11.png,"249.10,148.94|474.10,144.23|475.40,254.00|247.90,255.40"
120,free_parking_space,0,images/free_parking_space/slot_00120.jpg,images/11.png,"20.56,41.93|245.57,37.22|246.83,147.21|19.93,150.35"
121,not_free_parking_space,1,images/not_free_parking_space/slot_00121.jpg,images/11.png,"249.04,475.63|475.27,473.33|475.77,580.33|249.50,581.30"
122,free_parking_space,0,images/free_parking_space/slot_00122.jpg,images/12.png,"900.88,373.54|1011.62,373.97|1010.22,604.87|900.92,605.47"
123,free_parking_space,0,images/free_parking_space/slot_00123.jpg,images/12.png,"318.96,889.38|434.92,891.72|434.46,1080.00|318.96,1080.00"
124,free_parking_space,0,images/free_parking_space/slot_00124.jpg,images/12.png,"201.78,887.67|317.74,890.02|317.30,1080.00|201.80,1080.00"
125,free_parking_space,0,images/free_parking_space/slot_00125.jpg,images/12.png,"435.40,891.90|550.60,891.90|550.54,1080.00|435.04,1080.00"
126,free_parking_space,0,images/free_parking_space/slot_00126.jpg,images/12.png,"551.92,891.46|667.12,891.46|667.10,1080.00|551.60,1080.00"
127,free_parking_space,0,images/free_parking_space/slot_00127.jpg,images/12.png,"667.32,892.50|782.52,892.50|782.51,1080.00|667.01,1080.00"
128,free_parking_space,0,images/free_parking_space/slot_00128.jpg,images/12.png,"783.00,893.16|898.20,893.16|898.18,1080.00|782.68,1080.00"
129,not_free_parking_space,1,images/not_free_parking_space/slot_00129.jpg,images/12.png,"898.80,892.76|1014.00,892.76|1013.99,1080.00|898.49,1080.00"
130,free_parking_space,0,images/free_parking_space/slot_00130.jpg,images/12.png,"1014.22,893.16|1129.42,893.16|1129.40,1080.00|1013.90,1080.00"
131,free_parking_space,0,images/free_parking_space/slot_00131.jpg,images/12.png,"1129.24,892.37|1244.44,892.37|1244.42,1080.00|1128.93,1080.00"
132,not_free_parking_space,1,images/not_free_parking_space/slot_00132.jpg,images/12.png,"1245.05,892.37|1360.25,892.37|1360.23,1080.00|1244.73,1080.00"
133,free_parking_space,0,images/free_parking_space/slot_00133.jpg,images/12.png,"1360.86,892.37|1476.06,892.37|1476.04,1080.00|1360.54,1080.00"
134,not_free_parking_space,1,images/not_free_parking_space/slot_00134.jpg,images/12.png,"1477.05,890.81|1584.40,890.80|1584.80,1080.00|1476.74,1079.35"
135,free_parking_space,0,images/free_parking_space/slot_00135.jpg,images/12.png,"1587.69,892.27|1705.10,892.30|1709.60,1080.00|1587.38,1080.00"
136,free_parking_space,0,images/free_parking_space/slot_00136.jpg,images/12.png,"1478.56,371.17|1589.30,371.60|1587.90,602.50|1478.60,603.10"
137,not_free_parking_space,1,images/not_free_parking_space/slot_00137.jpg,images/12.png,"1591.65,372.00|1711.70,372.40|1711.90,604.70|1591.69,603.93"
138,free_parking_space,0,images/free_parking_space/slot_00138.jpg,images/12.png,"1363.95,372.31|1474.69,372.75|1473.29,603.65|1363.99,604.25"
139,not_free_parking_space,1,images/not_free_parking_space/slot_00139.jpg,images/12.png,"1247.16,372.44|1357.90,372.87|1356.50,603.77|1247.20,604.37"
140,free_parking_space,0,images/free_parking_space/slot_00140.jpg,images/12.png,"1132.42,371.61|1243.17,372.04|1241.77,602.94|1132.47,603.54"
141,free_parking_space,0,images/free_parking_space/slot_00141.jpg,images/12.png,"1017.52,373.38|1128.26,373.81|1126.86,604.71|1017.56,605.31"
142,free_parking_space,0,images/free_parking_space/slot_00142.jpg,images/12.png,"783.81,372.96|894.55,373.39|895.40,604.30|783.85,604.89"
143,free_parking_space,0,images/free_parking_space/slot_00143.jpg,images/12.png,"669.23,372.71|779.98,373.14|780.82,604.05|669.28,604.64"
144,free_parking_space,0,images/free_parking_space/slot_00144.jpg,images/12.png,"552.20,374.10|666.36,374.08|667.21,604.99|552.40,605.60"
145,free_parking_space,0,images/free_parking_space/slot_00145.jpg,images/12.png,"434.97,374.32|549.13,374.30|549.98,605.21|435.17,605.82"
146,free_parking_space,0,images/free_parking_space/slot_00146.jpg,images/12.png,"319.56,374.32|433.72,374.30|434.57,605.21|319.76,605.82"
147,free_parking_space,0,images/free_parking_space/slot_00147.jpg,images/12.png,"203.75,373.15|317.91,373.13|318.76,604.03|203.95,604.65"
148,free_parking_space,0,images/free_parking_space/slot_00148.jpg,images/12.png,"203.19,138.72|317.35,138.70|318.20,369.61|203.39,370.22"
149,free_parking_space,0,images/free_parking_space/slot_00149.jpg,images/12.png,"551.07,139.19|665.24,139.17|666.08,370.08|551.27,370.69"
150,free_parking_space,0,images/free_parking_space/slot_00150.jpg,images/12.png,"319.15,139.66|433.31,139.64|434.16,370.55|319.35,371.16"
151,free_parking_space,0,images/free_parking_space/slot_00151.jpg,images/12.png,"434.17,139.66|548.33,139.64|549.18,370.55|434.37,371.16"
152,free_parking_space,0,images/free_parking_space/slot_00152.jpg,images/12.png,"667.46,140.04|781.62,140.02|782.47,370.93|667.66,371.54"
153,free_parking_space,0,images/free_parking_space/slot_00153.jpg,images/12.png,"782.39,140.04|896.55,140.02|897.40,370.93|782.59,371.54"
154,not_free_parking_space,1,images/not_free_parking_space/slot_00154.jpg,images/12.png,"898.68,140.72|1012.84,140.69|1013.68,371.60|898.88,372.22"
155,not_free_parking_space,1,images/not_free_parking_space/slot_00155.jpg,images/12.png,"1015.63,140.04|1129.79,140.02|1130.64,370.93|1015.83,371.54"
156,not_free_parking_space,1,images/not_free_parking_space/slot_00156.jpg,images/12.png,"1130.71,138.73|1244.87,138.71|1245.72,369.62|1130.91,370.23"
157,not_free_parking_space,1,images/not_free_parking_space/slot_00157.jpg,images/12.png,"1245.24,139.06|1359.40,139.03|1360.25,369.94|1245.44,370.56"
158,not_free_parking_space,1,images/not_free_parking_space/slot_00158.jpg,images/12.png,"1362.61,139.06|1476.77,139.03|1477.62,369.94|1362.81,370.56"
159,not_free_parking_space,1,images/not_free_parking_space/slot_00159.jpg,images/12.png,"1478.57,138.12|1592.73,138.10|1590.30,369.50|1478.77,369.62"
160,not_free_parking_space,1,images/not_free_parking_space/slot_00160.jpg,images/12.png,"1592.52,137.94|1712.80,138.90|1711.80,368.80|1592.72,369.44"
161,not_free_parking_space,1,images/not_free_parking_space/slot_00161.jpg,images/13.png,"855.79,369.26|916.49,369.06|918.50,492.91|857.90,493.41"
162,not_free_parking_space,1,images/not_free_parking_space/slot_00162.jpg,images/13.png,"275.93,362.87|336.79,363.30|333.09,488.72|271.58,489.59"
163,not_free_parking_space,1,images/not_free_parking_space/slot_00163.jpg,images/13.png,"346.10,363.80|406.80,363.60|404.06,487.50|342.55,488.37"
164,not_free_parking_space,1,images/not_free_parking_space/slot_00164.jpg,images/13.png,"416.39,364.07|477.09,363.87|474.35,487.77|412.84,488.64"
165,not_free_parking_space,1,images/not_free_parking_space/slot_00165.jpg,images/13.png,"486.50,363.76|547.20,363.56|544.46,487.46|482.95,488.33"
166,free_parking_space,0,images/free_parking_space/slot_00166.jpg,images/13.png,"574.95,366.29|635.65,366.09|632.91,489.98|571.40,490.85"
167,not_free_parking_space,1,images/not_free_parking_space/slot_00167.jpg,images/13.png,"642.20,366.20|706.38,365.96|703.64,489.85|642.13,490.72"
168,not_free_parking_space,1,images/not_free_parking_space/slot_00168.jpg,images/13.png,"785.60,368.45|846.30,368.25|848.30,492.10|787.70,492.60"
169,not_free_parking_space,1,images/not_free_parking_space/slot_00169.jpg,images/13.png,"1207.50,372.97|1268.20,372.77|1270.20,496.63|1209.60,497.13"
170,not_free_parking_space,1,images/not_free_parking_space/slot_00170.jpg,images/13.png,"715.51,367.80|776.21,367.60|778.20,491.50|713.50,490.80"
171,not_free_parking_space,1,images/not_free_parking_space/slot_00171.jpg,images/13.png,"1158.80,46.20|1219.90,45.20|1222.45,162.37|1161.85,162.87"
172,not_free_parking_space,1,images/not_free_parking_space/slot_00172.jpg,images/13.png,"1228.05,45.46|1280.00,44.61|1280.00,161.72|1231.10,162.12"
173,not_free_parking_space,1,images/not_free_parking_space/slot_00173.jpg,images/13.png,"1089.63,46.17|1150.73,45.17|1153.28,162.34|1092.68,162.84"
174,not_free_parking_space,1,images/not_free_parking_space/slot_00174.jpg,images/13.png,"1018.58,45.86|1079.68,44.86|1082.23,162.02|1021.63,162.52"
175,not_free_parking_space,1,images/not_free_parking_space/slot_00175.jpg,images/13.png,"949.41,48.05|1010.51,47.05|1013.06,164.21|952.46,164.71"
176,not_free_parking_space,1,images/not_free_parking_space/slot_00176.jpg,images/13.png,"880.87,46.48|941.97,45.48|944.52,162.65|883.92,163.15"
177,not_free_parking_space,1,images/not_free_parking_space/slot_00177.jpg,images/13.png,"810.76,46.79|871.86,45.79|874.41,162.96|813.81,163.46"
178,not_free_parking_space,1,images/not_free_parking_space/slot_00178.jpg,images/13.png,"741.90,46.48|803.00,45.48|805.55,162.65|744.95,163.15"
179,not_free_parking_space,1,images/not_free_parking_space/slot_00179.jpg,images/13.png,"672.42,47.11|733.52,46.11|736.07,163.27|675.47,163.77"
180,free_parking_space,0,images/free_parking_space/slot_00180.jpg,images/13.png,"603.53,45.97|664.63,44.97|667.18,162.13|606.58,162.63"
181,not_free_parking_space,1,images/not_free_parking_space/slot_00181.jpg,images/13.png,"472.07,46.49|537.60,45.50|539.10,162.70|475.12,163.15"
182,not_free_parking_space,1,images/not_free_parking_space/slot_00182.jpg,images/13.png,"403.21,44.66|464.31,43.66|466.86,160.83|406.26,161.33"
183,not_free_parking_space,1,images/not_free_parking_space/slot_00183.jpg,images/13.png,"334.36,44.92|395.46,43.92|398.01,161.09|337.41,161.59"
184,not_free_parking_space,1,images/not_free_parking_space/slot_00184.jpg,images/13.png,"266.02,44.92|327.12,43.92|329.67,161.09|269.07,161.59"
185,not_free_parking_space,1,images/not_free_parking_space/slot_00185.jpg,images/13.png,"196.64,44.92|257.74,43.92|260.29,161.09|199.69,161.59"
186,not_free_parking_space,1,images/not_free_parking_space/slot_00186.jpg,images/13.png,"128.04,44.92|189.14,43.92|191.69,161.09|131.09,161.59"
